Query	Hit	Bits
sp|P06534|SP0A_BACSU Stage 0 sporulation protein A OS=Bacillus subtilis (strain 168) GN=spo0A PE=1 SV=1	gi|347750441|ref|NC_016023.1| Bacillus coagulans 36D1, complete genome	412.325
sp|P06534|SP0A_BACSU Stage 0 sporulation protein A OS=Bacillus subtilis (strain 168) GN=spo0A PE=1 SV=1	gi|1011284085|ref|NZ_LN831786.1| Bacillaceae bacterium mt8 genome assembly Massilibacterium senegalense, scaffold scaffold00010, whole genome shotgun sequence	410.919
sp|P06534|SP0A_BACSU Stage 0 sporulation protein A OS=Bacillus subtilis (strain 168) GN=spo0A PE=1 SV=1	gi|914640886|ref|NZ_LN868937.1| Bacillus sp. SIT1 genome assembly Bacillus andreraoultii, scaffold scaffold00014, whole genome shotgun sequence	410.356
sp|P06534|SP0A_BACSU Stage 0 sporulation protein A OS=Bacillus subtilis (strain 168) GN=spo0A PE=1 SV=1	gi|403047906|ref|NZ_HE610978.1| Oceanobacillus sp. Ndiop Ndiop genomic scaffold, scaffold00003, whole genome shotgun sequence	409.793
sp|P06534|SP0A_BACSU Stage 0 sporulation protein A OS=Bacillus subtilis (strain 168) GN=spo0A PE=1 SV=1	gi|751622797|ref|NZ_JXRP01000019.1| Jeotgalibacillus soli Cunha et al. 2012 strain P9 contig00019, whole genome shotgun sequence	409.793
sp|P06534|SP0A_BACSU Stage 0 sporulation protein A OS=Bacillus subtilis (strain 168) GN=spo0A PE=1 SV=1	gi|652405350|ref|NZ_AULI01000012.1| Pontibacillus halophilus JSM 076056 = DSM 19796 H513DRAFT_scaffold00011.11_C, whole genome shotgun sequence	409.512
sp|P06534|SP0A_BACSU Stage 0 sporulation protein A OS=Bacillus subtilis (strain 168) GN=spo0A PE=1 SV=1	gi|754215179|ref|NZ_CP003923.1| Bacillus lehensis G1, complete genome	408.387
sp|P06534|SP0A_BACSU Stage 0 sporulation protein A OS=Bacillus subtilis (strain 168) GN=spo0A PE=1 SV=1	gi|806494749|ref|NZ_JWJE02000012.1| Bacillus thermotolerans strain SGZ-8 Contig12, whole genome shotgun sequence	407.824
sp|P06534|SP0A_BACSU Stage 0 sporulation protein A OS=Bacillus subtilis (strain 168) GN=spo0A PE=1 SV=1	gi|56961782|ref|NC_006582.1| Bacillus clausii KSM-K16 DNA, complete genome	407.824
sp|P06534|SP0A_BACSU Stage 0 sporulation protein A OS=Bacillus subtilis (strain 168) GN=spo0A PE=1 SV=1	gi|485048620|ref|NZ_ALEF01000052.1| Virgibacillus halodenitrificans 1806 contig63, whole genome shotgun sequence	406.699
sp|P06534|SP0A_BACSU Stage 0 sporulation protein A OS=Bacillus subtilis (strain 168) GN=spo0A PE=1 SV=1	gi|654144824|ref|NZ_AUMM01000010.1| [strain=DSM 17572], whole genome shotgun sequence	406.98
sp|P06534|SP0A_BACSU Stage 0 sporulation protein A OS=Bacillus subtilis (strain 168) GN=spo0A PE=1 SV=1	gi|737363935|ref|NZ_BAUU01000025.1| Bacillus hemicellulosilyticus JCM 9152 DNA, contig:contig_25, whole genome shotgun sequence	405.011
sp|P06534|SP0A_BACSU Stage 0 sporulation protein A OS=Bacillus subtilis (strain 168) GN=spo0A PE=1 SV=1	gi|652375856|ref|NZ_KI543241.1| Sediminibacillus halophilus NSP9.3 genomic scaffold scaffold00001, whole genome shotgun sequence	400.509
sp|P06534|SP0A_BACSU Stage 0 sporulation protein A OS=Bacillus subtilis (strain 168) GN=spo0A PE=1 SV=1	gi|922725979|ref|NZ_LDPV02000036.1| Ornithinibacillus contaminans strain DSM 22953 contig_36, whole genome shotgun sequence	400.228
sp|P06534|SP0A_BACSU Stage 0 sporulation protein A OS=Bacillus subtilis (strain 168) GN=spo0A PE=1 SV=1	gi|973245140|ref|NZ_LLYY01000011.1| Bacillus shacheensis strain HNA-14 contig11, whole genome shotgun sequence	399.103
sp|P06534|SP0A_BACSU Stage 0 sporulation protein A OS=Bacillus subtilis (strain 168) GN=spo0A PE=1 SV=1	gi|651996229|ref|NZ_AUCI01000003.1| Bacillus aidingensis DSM 18341 G475DRAFT_scaffold00003.3_C, whole genome shotgun sequence	398.822
sp|P06534|SP0A_BACSU Stage 0 sporulation protein A OS=Bacillus subtilis (strain 168) GN=spo0A PE=1 SV=1	gi|484064130|ref|NZ_KB898628.1| Salsuginibacillus kocurii DSM 18087 genomic scaffold D469DRAFT_scaffold00006.6, whole genome shotgun sequence	398.822
sp|P06534|SP0A_BACSU Stage 0 sporulation protein A OS=Bacillus subtilis (strain 168) GN=spo0A PE=1 SV=1	gi|652512460|ref|NZ_AXVK01000020.1| Paucisalibacillus globulus DSM 18846 K332DRAFT_scaffold00008.8_C, whole genome shotgun sequence	398.54
sp|P06534|SP0A_BACSU Stage 0 sporulation protein A OS=Bacillus subtilis (strain 168) GN=spo0A PE=1 SV=1	gi|343957511|ref|NZ_AEWH01000003.1| Ornithinibacillus scapharcae TW25 contig00007, whole genome shotgun sequence	398.259
sp|P06534|SP0A_BACSU Stage 0 sporulation protein A OS=Bacillus subtilis (strain 168) GN=spo0A PE=1 SV=1	gi|755075992|ref|NZ_BAXB01000011.1| Geomicrobium sp. JCM 19039 DNA, contig: JCM19039.contig00011, whole genome shotgun sequence	397.978
sp|P06534|SP0A_BACSU Stage 0 sporulation protein A OS=Bacillus subtilis (strain 168) GN=spo0A PE=1 SV=1	gi|754782752|ref|NZ_CBYO010000014.1| Paucisalibacillus sp. EB02 WGS project CBYO000000000 data, contig 00014, whole genome shotgun sequence	397.978
sp|P06534|SP0A_BACSU Stage 0 sporulation protein A OS=Bacillus subtilis (strain 168) GN=spo0A PE=1 SV=1	gi|849059212|ref|NZ_LDUE01000055.1| Ornithinibacillus californiensis strain DSM 16628 contig_55, whole genome shotgun sequence	397.134
sp|P06534|SP0A_BACSU Stage 0 sporulation protein A OS=Bacillus subtilis (strain 168) GN=spo0A PE=1 SV=1	gi|23097455|ref|NC_004193.1| Oceanobacillus iheyensis HTE831 DNA, complete genome	396.852
sp|P06534|SP0A_BACSU Stage 0 sporulation protein A OS=Bacillus subtilis (strain 168) GN=spo0A PE=1 SV=1	gi|489562220|ref|NZ_APML01000019.1| Gracilibacillus halophilus YIM-C55.5 contig_19, whole genome shotgun sequence	396.571
sp|P06534|SP0A_BACSU Stage 0 sporulation protein A OS=Bacillus subtilis (strain 168) GN=spo0A PE=1 SV=1	gi|651955680|ref|NZ_KI518588.1| Bacillus megaterium MSP20.1 genomic scaffold MSP20.1_Scaffold11, whole genome shotgun sequence	395.727
sp|P06534|SP0A_BACSU Stage 0 sporulation protein A OS=Bacillus subtilis (strain 168) GN=spo0A PE=1 SV=1	gi|378759028|ref|NZ_AGAV01000014.1| Lentibacillus jeotgali strain Grbi contig014, whole genome shotgun sequence	395.727
sp|P06534|SP0A_BACSU Stage 0 sporulation protein A OS=Bacillus subtilis (strain 168) GN=spo0A PE=1 SV=1	gi|740411963|ref|NZ_CCDP010000001.1| Virgibacillus sp. Vm-5 WGS project CCDP00000000 data, strain Vm-5, contig 000001, whole genome shotgun sequence	395.727
sp|P06534|SP0A_BACSU Stage 0 sporulation protein A OS=Bacillus subtilis (strain 168) GN=spo0A PE=1 SV=1	gi|487404144|ref|NZ_KB912887.1| Caldibacillus debilis DSM 16016 genomic scaffold A3EQDRAFT_scaffold_16.17, whole genome shotgun sequence	395.164
sp|P06534|SP0A_BACSU Stage 0 sporulation protein A OS=Bacillus subtilis (strain 168) GN=spo0A PE=1 SV=1	gi|657026342|ref|NZ_JFBD01000076.1| Virgibacillus alimentarius strain J18T KHU-J18_contig_76, whole genome shotgun sequence	394.32
sp|P06534|SP0A_BACSU Stage 0 sporulation protein A OS=Bacillus subtilis (strain 168) GN=spo0A PE=1 SV=1	gi|755062625|ref|NZ_BAXA01000001.1| Geomicrobium sp. JCM 19038 DNA, contig: JCM19038.contig00001, whole genome shotgun sequence	394.32
sp|P06534|SP0A_BACSU Stage 0 sporulation protein A OS=Bacillus subtilis (strain 168) GN=spo0A PE=1 SV=1	gi|738676910|ref|NZ_CCAX010000001.1| Oceanobacillus picturae WGS project CCAX000000000 data, strain S1, contig 000001, whole genome shotgun sequence	393.476
sp|P06534|SP0A_BACSU Stage 0 sporulation protein A OS=Bacillus subtilis (strain 168) GN=spo0A PE=1 SV=1	gi|913008494|ref|NZ_LGTO01000007.1| Virgibacillus pantothenticus strain DSM 26 super13, whole genome shotgun sequence	393.195
sp|P06534|SP0A_BACSU Stage 0 sporulation protein A OS=Bacillus subtilis (strain 168) GN=spo0A PE=1 SV=1	gi|753836661|ref|NZ_CP008876.1| Terribacillus aidingensis strain MP602, complete genome	393.195
sp|P06534|SP0A_BACSU Stage 0 sporulation protein A OS=Bacillus subtilis (strain 168) GN=spo0A PE=1 SV=1	gi|647565372|ref|NZ_JATL01000002.1| Brevibacillus agri 5-2 contig_2, whole genome shotgun sequence	392.914
sp|P06534|SP0A_BACSU Stage 0 sporulation protein A OS=Bacillus subtilis (strain 168) GN=spo0A PE=1 SV=1	gi|566168160|ref|NZ_KI629782.1| Brevibacillus panacihumi W25 genomic scaffold Scaffold1, whole genome shotgun sequence	392.632
sp|P06534|SP0A_BACSU Stage 0 sporulation protein A OS=Bacillus subtilis (strain 168) GN=spo0A PE=1 SV=1	gi|655378368|ref|NZ_KI543236.1| Thalassobacillus devorans MSP14 genomic scaffold scaffold00001, whole genome shotgun sequence	392.632
sp|P06534|SP0A_BACSU Stage 0 sporulation protein A OS=Bacillus subtilis (strain 168) GN=spo0A PE=1 SV=1	gi|806815382|ref|NZ_LAJB01000002.1| Domibacillus indicus strain SD 111 DSM28032_1_trimmed_contig_2, whole genome shotgun sequence	392.351
sp|P06534|SP0A_BACSU Stage 0 sporulation protein A OS=Bacillus subtilis (strain 168) GN=spo0A PE=1 SV=1	gi|806831822|ref|NZ_LAJA01000014.1| Domibacillus tundrae strain PAMC 80007 PAMC80007_1_trimmed_contig_15, whole genome shotgun sequence	390.382
sp|P06534|SP0A_BACSU Stage 0 sporulation protein A OS=Bacillus subtilis (strain 168) GN=spo0A PE=1 SV=1	gi|483722481|ref|NZ_KB889752.1| Bacillus sp. 37MA genomic scaffold A3M5DRAFT_scaffold1.1, whole genome shotgun sequence	390.1
sp|P06534|SP0A_BACSU Stage 0 sporulation protein A OS=Bacillus subtilis (strain 168) GN=spo0A PE=1 SV=1	gi|489482519|ref|NZ_APBN01000002.1| Brevibacillus borstelensis AK1 seq_num_002, whole genome shotgun sequence	389.819
sp|P06534|SP0A_BACSU Stage 0 sporulation protein A OS=Bacillus subtilis (strain 168) GN=spo0A PE=1 SV=1	gi|737573087|ref|NZ_JRNX01000235.1| Halobacillus sp. BBL2006 cont235, whole genome shotgun sequence	382.223
sp|P06534|SP0A_BACSU Stage 0 sporulation protein A OS=Bacillus subtilis (strain 168) GN=spo0A PE=1 SV=1	gi|656061959|ref|NZ_KE695651.1| Brevibacillus thermoruber 423 genomic scaffold Scaffold4, whole genome shotgun sequence	388.694
sp|P06534|SP0A_BACSU Stage 0 sporulation protein A OS=Bacillus subtilis (strain 168) GN=spo0A PE=1 SV=1	gi|226309587|ref|NC_012491.1| Brevibacillus brevis NBRC 100599 DNA, complete genome	387.85
sp|P06534|SP0A_BACSU Stage 0 sporulation protein A OS=Bacillus subtilis (strain 168) GN=spo0A PE=1 SV=1	gi|751656000|ref|NZ_JXRQ01000018.1| Jeotgalibacillus alimentarius strain YKJ-13 contig00018, whole genome shotgun sequence	387.85
sp|P06534|SP0A_BACSU Stage 0 sporulation protein A OS=Bacillus subtilis (strain 168) GN=spo0A PE=1 SV=1	gi|736767498|ref|NZ_CCRF01000062.1| Bacillus thermoamylovorans genome assembly A1A, contig A1A_CC62, whole genome shotgun sequence	386.162
sp|P06534|SP0A_BACSU Stage 0 sporulation protein A OS=Bacillus subtilis (strain 168) GN=spo0A PE=1 SV=1	gi|755618908|ref|NZ_CDGG01000001.1| Oceanobacillus oncorhynchi genome assembly PRJEB5950_assembly_1, contig CONTIG000001, whole genome shotgun sequence	386.162
sp|P06534|SP0A_BACSU Stage 0 sporulation protein A OS=Bacillus subtilis (strain 168) GN=spo0A PE=1 SV=1	gi|754118703|ref|NZ_CP007806.1| Brevibacillus laterosporus LMG 15441, complete genome	385.318
sp|P06534|SP0A_BACSU Stage 0 sporulation protein A OS=Bacillus subtilis (strain 168) GN=spo0A PE=1 SV=1	gi|653174659|ref|NZ_KE387175.1| Aneurinibacillus terranovensis DSM 18919 genomic scaffold H525DRAFT_scaffold00012.12, whole genome shotgun sequence	384.755
sp|P06534|SP0A_BACSU Stage 0 sporulation protein A OS=Bacillus subtilis (strain 168) GN=spo0A PE=1 SV=1	gi|655906186|ref|NZ_JFZC01000034.1| Sporolactobacillus terrae DSM 11697 contig000034, whole genome shotgun sequence	384.474
sp|P06534|SP0A_BACSU Stage 0 sporulation protein A OS=Bacillus subtilis (strain 168) GN=spo0A PE=1 SV=1	gi|386712343|ref|NC_017668.1| Halobacillus halophilus DSM 2266 complete genome	384.755
sp|P06534|SP0A_BACSU Stage 0 sporulation protein A OS=Bacillus subtilis (strain 168) GN=spo0A PE=1 SV=1	gi|484070671|ref|NZ_KB899048.1| Sporolactobacillus vineae DSM 21990 = SL153 genomic scaffold D889DRAFT_scaffold00007.7, whole genome shotgun sequence	384.193
sp|P06534|SP0A_BACSU Stage 0 sporulation protein A OS=Bacillus subtilis (strain 168) GN=spo0A PE=1 SV=1	gi|651582418|ref|NZ_KI270939.1| Bacillus sp. SB49 genomic scaffold scaffold00001, whole genome shotgun sequence	383.911
sp|P06534|SP0A_BACSU Stage 0 sporulation protein A OS=Bacillus subtilis (strain 168) GN=spo0A PE=1 SV=1	gi|843088541|ref|NZ_BBIW01000003.1| Paenibacillus sp. TCA20 DNA, contig: PspTCA2nb03, whole genome shotgun sequence	383.911
sp|P06534|SP0A_BACSU Stage 0 sporulation protein A OS=Bacillus subtilis (strain 168) GN=spo0A PE=1 SV=1	gi|737599852|ref|NZ_CCDJ010000004.1| Halobacillus trueperi WGS project CCDJ000000000 data, strain HT-01, contig 000004, whole genome shotgun sequence	383.63
sp|P06534|SP0A_BACSU Stage 0 sporulation protein A OS=Bacillus subtilis (strain 168) GN=spo0A PE=1 SV=1	gi|484065006|ref|NZ_KB898664.1| Gracilibacillus lacisalsi DSM 19029 genomic scaffold D569DRAFT_scaffold00003.3, whole genome shotgun sequence	383.067
sp|P06534|SP0A_BACSU Stage 0 sporulation protein A OS=Bacillus subtilis (strain 168) GN=spo0A PE=1 SV=1	gi|654485561|ref|NZ_AUDY01000010.1| Halobacillus kuroshimensis DSM 18393 H615DRAFT_scaffold00003.3_C, whole genome shotgun sequence	382.786
sp|P06534|SP0A_BACSU Stage 0 sporulation protein A OS=Bacillus subtilis (strain 168) GN=spo0A PE=1 SV=1	gi|315646074|ref|NZ_ADHJ01000018.1| Paenibacillus vortex V453 CNT_PVOR1000018, whole genome shotgun sequence	381.661
sp|P06534|SP0A_BACSU Stage 0 sporulation protein A OS=Bacillus subtilis (strain 168) GN=spo0A PE=1 SV=1	gi|1011647314|ref|NZ_CP013653.1| Paenibacillus sp. 32O-W, complete genome	381.661
sp|P06534|SP0A_BACSU Stage 0 sporulation protein A OS=Bacillus subtilis (strain 168) GN=spo0A PE=1 SV=1	gi|738773767|ref|NZ_KK082143.1| Paenibacillus darwinianus strain Br genomic scaffold scaffold24, whole genome shotgun sequence	381.098
sp|P06534|SP0A_BACSU Stage 0 sporulation protein A OS=Bacillus subtilis (strain 168) GN=spo0A PE=1 SV=1	gi|655112404|ref|NZ_AULX01000024.1| Paenibacillus pinihumi DSM 23905 = JCM 16419 strain DSM 23905 H583DRAFT_scaffold00014.14_C, whole genome shotgun sequence	381.098
sp|P06534|SP0A_BACSU Stage 0 sporulation protein A OS=Bacillus subtilis (strain 168) GN=spo0A PE=1 SV=1	gi|960417361|ref|NZ_CZRP01000012.1| Gracilibacillus sp. Awa-1 genome assembly Gracilibacillus massiliensis, contig contig00012, whole genome shotgun sequence	380.817
sp|P06534|SP0A_BACSU Stage 0 sporulation protein A OS=Bacillus subtilis (strain 168) GN=spo0A PE=1 SV=1	gi|864440290|ref|NC_014622.2| Paenibacillus polymyxa SC2, complete genome	380.817
sp|P06534|SP0A_BACSU Stage 0 sporulation protein A OS=Bacillus subtilis (strain 168) GN=spo0A PE=1 SV=1	gi|738756770|ref|NZ_BAVZ01000009.1| Paenibacillus pini JCM 16418 DNA, contig: contig00009, whole genome shotgun sequence	380.535
sp|P06534|SP0A_BACSU Stage 0 sporulation protein A OS=Bacillus subtilis (strain 168) GN=spo0A PE=1 SV=1	gi|923044009|ref|NZ_LGUG01000004.1| Aneurinibacillus migulanus strain DSM 2895 super7, whole genome shotgun sequence	379.973
sp|P06534|SP0A_BACSU Stage 0 sporulation protein A OS=Bacillus subtilis (strain 168) GN=spo0A PE=1 SV=1	gi|354582509|ref|NZ_AGIP01000005.1| Paenibacillus lactis 154 ctg194, whole genome shotgun sequence	379.691
sp|P06534|SP0A_BACSU Stage 0 sporulation protein A OS=Bacillus subtilis (strain 168) GN=spo0A PE=1 SV=1	gi|983517303|ref|NZ_LGTK01000015.1| Oceanobacillus caeni strain HM6 contig00015, whole genome shotgun sequence	378.847
sp|P06534|SP0A_BACSU Stage 0 sporulation protein A OS=Bacillus subtilis (strain 168) GN=spo0A PE=1 SV=1	gi|764885764|ref|NZ_HG005139.1| Paenibacillus sp. GD11 genomic scaffold, scaffold00001, whole genome shotgun sequence	378.847
sp|P06534|SP0A_BACSU Stage 0 sporulation protein A OS=Bacillus subtilis (strain 168) GN=spo0A PE=1 SV=1	gi|783158996|ref|NZ_CP011058.1| Paenibacillus beijingensis strain DSM 24997, complete genome	378.566
sp|P06534|SP0A_BACSU Stage 0 sporulation protein A OS=Bacillus subtilis (strain 168) GN=spo0A PE=1 SV=1	gi|656250615|ref|NZ_AUGY01000066.1| Paenibacillus alginolyticus DSM 5050 = NBRC 15375 strain DSM 5050 G519DRAFT_scaffold00062.62_C, whole genome shotgun sequence	378.566
sp|P06534|SP0A_BACSU Stage 0 sporulation protein A OS=Bacillus subtilis (strain 168) GN=spo0A PE=1 SV=1	gi|655153191|ref|NZ_KE383852.1| Paenibacillus pasadenensis DSM 19293 genomic scaffold H582DRAFT_scaffold00009.9, whole genome shotgun sequence	378.566
sp|P06534|SP0A_BACSU Stage 0 sporulation protein A OS=Bacillus subtilis (strain 168) GN=spo0A PE=1 SV=1	gi|1011920279|ref|NZ_CP014140.1| Aneurinibacillus sp. XH2, complete genome	378.285
sp|P06534|SP0A_BACSU Stage 0 sporulation protein A OS=Bacillus subtilis (strain 168) GN=spo0A PE=1 SV=1	gi|568262354|ref|NC_023134.1| Paenibacillus larvae subsp. larvae DSM 25430, complete genome	378.285
sp|P06534|SP0A_BACSU Stage 0 sporulation protein A OS=Bacillus subtilis (strain 168) GN=spo0A PE=1 SV=1	gi|484028273|ref|NZ_HE978545.1| Brevibacillus sp. phR genomic scaffold, scaffold00011, whole genome shotgun sequence	378.003
sp|P06534|SP0A_BACSU Stage 0 sporulation protein A OS=Bacillus subtilis (strain 168) GN=spo0A PE=1 SV=1	gi|754799319|ref|NZ_CBVJ010000046.1| Paenibacillus gorillae, whole genome shotgun sequence	377.722
sp|P06534|SP0A_BACSU Stage 0 sporulation protein A OS=Bacillus subtilis (strain 168) GN=spo0A PE=1 SV=1	gi|485069782|ref|NZ_KB905548.1| Paenibacillus ginsengihumi DSM 21568 genomic scaffold F591DRAFT_scaffold00001.1, whole genome shotgun sequence	377.722
sp|P06534|SP0A_BACSU Stage 0 sporulation protein A OS=Bacillus subtilis (strain 168) GN=spo0A PE=1 SV=1	gi|403048113|ref|NZ_HE610959.1| Paenibacillus senegalensis JC66 genomic scaffold, scaffold00003, whole genome shotgun sequence	377.722
sp|P06534|SP0A_BACSU Stage 0 sporulation protein A OS=Bacillus subtilis (strain 168) GN=spo0A PE=1 SV=1	gi|483992405|ref|NZ_JH976435.1| Amphibacillus jilinensis Y1 genomic scaffold Scaffold2, whole genome shotgun sequence	376.878
sp|P06534|SP0A_BACSU Stage 0 sporulation protein A OS=Bacillus subtilis (strain 168) GN=spo0A PE=1 SV=1	gi|738702517|ref|NZ_ASSF01000866.1| Paenibacillus sophorae S27 S4_contig00738, whole genome shotgun sequence	376.597
sp|P06534|SP0A_BACSU Stage 0 sporulation protein A OS=Bacillus subtilis (strain 168) GN=spo0A PE=1 SV=1	gi|655101089|ref|NZ_JMLS01000004.1| Paenibacillus sp. UNC451MF BP97DRAFT_scaffold00004.4_C, whole genome shotgun sequence	376.878
sp|P06534|SP0A_BACSU Stage 0 sporulation protein A OS=Bacillus subtilis (strain 168) GN=spo0A PE=1 SV=1	gi|652794103|ref|NZ_KE386955.1| Cohnella thermotolerans DSM 17683 genomic scaffold G485DRAFT_scaffold00002.2, whole genome shotgun sequence	376.878
sp|P06534|SP0A_BACSU Stage 0 sporulation protein A OS=Bacillus subtilis (strain 168) GN=spo0A PE=1 SV=1	gi|558636215|ref|NZ_AWTC01000014.1| Sporolactobacillus laevolacticus DSM 442 Contig014, whole genome shotgun sequence	376.597
sp|P06534|SP0A_BACSU Stage 0 sporulation protein A OS=Bacillus subtilis (strain 168) GN=spo0A PE=1 SV=1	gi|751599513|ref|NZ_JXAL01000033.1| Cohnella sp. VKM B-2846 B2846_33, whole genome shotgun sequence	376.597
sp|P06534|SP0A_BACSU Stage 0 sporulation protein A OS=Bacillus subtilis (strain 168) GN=spo0A PE=1 SV=1	gi|767005659|ref|NZ_CP010976.1| Paenibacillus sp. IHBB 10380, complete genome	376.597
sp|P06534|SP0A_BACSU Stage 0 sporulation protein A OS=Bacillus subtilis (strain 168) GN=spo0A PE=1 SV=1	gi|654493729|ref|NZ_AUHI01000005.1| Halalkalibacillus halophilus DSM 18494 G532DRAFT_scaffold00003.3_C, whole genome shotgun sequence	376.315
sp|P06534|SP0A_BACSU Stage 0 sporulation protein A OS=Bacillus subtilis (strain 168) GN=spo0A PE=1 SV=1	gi|948045332|ref|NZ_LMFO01000012.1| Paenibacillus sp. Root52 contig_2, whole genome shotgun sequence	376.315
sp|P06534|SP0A_BACSU Stage 0 sporulation protein A OS=Bacillus subtilis (strain 168) GN=spo0A PE=1 SV=1	gi|908748015|ref|NZ_JZEJ01000001.1| Paenibacillus sp. D9 Scaffold1, whole genome shotgun sequence	376.315
sp|P06534|SP0A_BACSU Stage 0 sporulation protein A OS=Bacillus subtilis (strain 168) GN=spo0A PE=1 SV=1	gi|754868305|ref|NZ_BBJT01000003.1| Paenibacillus chitinolyticus NBRC 15660 DNA, contig: PCH01S_CON00201, whole genome shotgun sequence	375.753
sp|P06534|SP0A_BACSU Stage 0 sporulation protein A OS=Bacillus subtilis (strain 168) GN=spo0A PE=1 SV=1	gi|484056513|ref|NZ_KB898192.1| Paenibacillus massiliensis 2301065 = DSM 16942 genomic scaffold D328DRAFT_scaffold00008.8, whole genome shotgun sequence	375.472
sp|P06534|SP0A_BACSU Stage 0 sporulation protein A OS=Bacillus subtilis (strain 168) GN=spo0A PE=1 SV=1	gi|484080045|ref|NZ_KB899660.1| Paenibacillus daejeonensis DSM 15491 F556DRAFT_scaffold00002.2, whole genome shotgun sequence	375.472
sp|P06534|SP0A_BACSU Stage 0 sporulation protein A OS=Bacillus subtilis (strain 168) GN=spo0A PE=1 SV=1	gi|304406874|ref|NZ_AEDD01000009.1| Paenibacillus curdlanolyticus YK9 ctg99, whole genome shotgun sequence	375.472
sp|P06534|SP0A_BACSU Stage 0 sporulation protein A OS=Bacillus subtilis (strain 168) GN=spo0A PE=1 SV=1	gi|825933099|ref|NZ_BBWZ01000005.1| Aneurinibacillus tyrosinisolvens DNA, contig: ATLC005, strain: LL-002, whole genome shotgun sequence	375.19
